Year,Day,Cell1,Cell2,Cell3,Cell4,Cell5,Cell6,Cell7,Cell8,Cell9,Cell10,Cell11,Cell12,Cell13,Cell14,Cell15,Cell16,Cell17,Cell18,Cell19,Cell20,Cell21,Cell22,Cell23,Cell24,Cell25,Cell26,Cell27,Cell28,Cell29,Cell30,Cell31,Cell32,Cell33,Cell34,Cell35,Cell36,Cell37,Cell38,Cell39,Cell40,Cell41,Cell42,Cell43,Cell44,Cell45,Cell46,Cell47,Cell48,Cell49,Cell50,Cell51,Cell52,Cell53,Cell54,Cell55,Cell56,Cell57,Cell58,Cell59,Cell60,Cell61,Cell62,Cell63,Cell64,Cell65,Cell66,Cell67,Cell68,Cell69,Cell70,Cell71,Cell72,Cell73,Cell74,Cell75,Cell76,Cell77,Cell78,Cell79,Cell80,Cell81,Cell82,Cell83,Cell84,Cell85,Cell86,Cell87,Cell88,Cell89,Cell90,Cell91,Cell92,Cell93,Cell94,Cell95,Cell96,Cell97,Cell98,Cell99,Cell100
1,12,0,16,27,18,18,3,1,0,0,0,18,301,1011,798,364,228,59,16,5,0,30,1330,8397,12086,7317,3084,1084,247,61,3,20,1354,14356,38537,38754,21512,7748,1886,279,29,25,637,9651,43773,75046,59071,26998,7746,1288,85,14,358,4444,26960,67652,78878,48845,17523,3544,380,3,152,1821,11657,36595,59402,52228,24663,6664,857,1,51,459,3553,13697,28811,34771,22871,8504,1525,0,3,87,683,2925,8162,13277,13775,8002,2290,0,0,11,53,242,899,1793,2305,2162,1249
1,13,0,8,19,18,16,9,1,0,0,0,17,294,1076,835,359,210,48,7,8,0,36,1383,8349,11712,7250,3110,1059,229,54,3,21,1303,13690,38280,38264,21075,7653,1724,284,30,30,595,9553,43382,75105,59285,26768,7686,1306,75,20,349,4512,26652,67195,79511,49163,17378,3578,336,6,127,1788,11618,36723,59342,52633,25090,6665,954,1,47,409,3560,13748,28879,34994,23517,8768,1605,0,4,88,641,2926,8374,13504,14122,8445,2471,0,0,13,46,244,976,1802,2421,2420,1428
1,14,1,24,21,26,12,2,3,0,0,0,19,279,1062,834,329,202,59,8,3,0,35,1381,8223,11560,7141,3129,1012,253,50,5,23,1243,13839,37583,38289,21119,7652,1736,314,24,26,616,9641,42940,74254,58295,26398,7691,1320,69,18,348,4502,26470,66959,79167,48876,17456,3512,347,5,136,1814,11609,36438,59705,52712,25178,6792,975,0,55,442,3505,13618,28732,35212,23739,9024,1522,0,4,94,647,3002,8374,13802,14226,8779,2671,0,0,11,63,266,905,1879,2643,2444,1555
1,15,0,13,24,14,12,7,2,0,0,0,15,298,1057,782,320,223,44,11,2,0,24,1287,8182,11608,7215,3042,1079,200,53,4,22,1238,13555,37929,38130,20971,7589,1709,283,26,28,617,9566,43036,74375,58462,26500,7679,1288,85,5,356,4381,26670,66931,78613,49023,17610,3567,385,3,134,1797,11438,36176,59860,53276,25486,6769,991,1,48,455,3572,13533,28815,35186,24266,9074,1682,0,0,91,631,2939,8237,13668,14889,9130,2788,0,0,12,57,276,958,1832,2584,2751,1756
1,16,2,13,25,18,17,8,1,0,0,0,15,277,1060,789,368,192,50,10,4,0,39,1322,8164,11621,7142,3029,979,217,43,2,28,1261,13631,37814,38208,20697,7610,1709,251,18,20,642,9498,42761,74015,58215,26407,7718,1254,44,15,345,4374,26380,67023,78685,49174,17323,3369,206,4,142,1871,11541,36486,59733,53068,25658,6739,596,1,54,456,3463,13607,28805,35446,24638,9468,1181,0,5,95,614,2959,8222,13703,14930,9597,2006,0,0,14,68,270,928,1872,2925,3317,1694
1,17,1,15,17,16,9,3,1,0,0,0,13,288,1065,739,340,188,44,9,3,0,32,1357,7947,11542,7171,2942,1006,232,41,1,35,1219,13449,37252,37663,20775,7444,1622,260,21,26,652,9465,42470,73785,58158,26192,7445,1165,50,11,318,4382,26253,66446,78591,48808,17345,3412,227,8,131,1832,11631,36513,59767,53307,25883,6714,661,1,43,429,3423,13576,28789,35825,24794,9527,1192,0,1,78,671,2976,8263,14238,15321,10039,2229,0,0,15,58,265,926,2001,3054,3558,1993
1,18,0,0,3,5,0,3,1,0,0,0,0,17,105,264,262,165,88,44,24,9,0,40,707,2809,3630,2483,1330,556,172,35,0,30,897,7010,16181,16720,10466,4965,1528,445,0,12,558,6365,26283,44287,39174,21916,8840,2349,0,16,224,3351,19764,51599,69038,53201,26078,8081,5,3,101,1298,8672,31583,62015,70096,47546,19037,0,0,35,360,2644,11885,31319,51771,52811,29973,0,0,4,58,505,2522,8337,19643,32526,35065,0,0,0,8,45,292,1041,2860,6318,16684
1,19,0,0,0,1,0,0,0,0,1,0,0,0,4,46,55,57,44,50,28,10,0,0,60,298,834,1099,814,520,256,79,0,0,51,663,3333,6314,6367,4323,2334,935,0,0,15,480,4352,14856,23044,20784,13643,6042,0,0,6,244,2600,14486,37305,50498,44210,24645,0,0,6,102,1028,7412,28866,62577,82188,63167,0,0,1,17,280,2301,11395,37835,83848,1.06E+05,0,0,0,8,71,373,2391,10547,38720,1.22E+05,0,0,0,2,5,27,261,1223,5141,46581
1,20,0,0,0,4,2,0,0,0,0,0,0,0,8,35,77,51,38,39,20,6,0,0,48,312,804,1090,817,487,288,91,0,0,45,592,3257,6304,6259,4212,2300,881,0,0,19,517,4163,14737,22517,20977,13437,6057,0,0,11,222,2652,14481,37284,50517,43953,24821,0,0,6,88,999,7207,28645,62408,82858,63237,0,0,0,15,251,2150,11570,37943,84985,1.07E+05,0,0,0,5,47,375,2351,10574,38905,1.23E+05,0,0,0,0,4,24,140,828,3748,45835
2,1,1.00E+06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,9.98E+05,322,130,27,12,0,0,0,0,0,0,16,19,1,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,3,9.98E+05,306,127,43,7,0,0,0,0,0,313,16,11,2,2,0,0,0,0,0,86,14,1,0,0,0,0,0,0,0,19,10,0,0,0,0,0,0,0,2,11,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,4,34516,13,4,0,0,0,0,0,0,0,2.29E+05,1.74E+05,2781,221,37,0,0,0,0,0,81044,2.34E+05,30318,2784,13,2,0,0,0,0,25304,85959,44118,9845,5,8,0,0,0,0,11491,35477,35,13,4,2,0,0,0,0,12,19,8,4,0,0,0,0,0,0,2,6,11,2,2,0,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,5,33833,19,4,0,0,0,0,0,0,0,2.29E+05,1.73E+05,2856,206,38,0,0,0,0,0,80934,2.34E+05,30048,2740,7,1,0,0,0,0,25766,85289,43724,9896,16,4,0,0,0,0,11934,35277,64,19,9,0,0,0,0,0,28,59,15,12,0,0,0,0,0,0,7,8,8,7,0,0,0,0,0,0,2,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,6,33578,21,14,1,4,0,0,0,0,0,2.26E+05,1.72E+05,2962,210,61,6,0,0,0,0,80584,2.33E+05,30963,3000,89,26,2,0,0,0,25401,84788,45069,10570,224,36,2,0,0,0,11575,35233,760,697,275,55,2,0,0,0,35,149,337,248,160,47,9,0,0,0,6,17,46,72,52,10,0,0,0,0,2,4,13,8,13,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,7,33593,21,17,0,5,0,0,0,0,0,2.26E+05,1.73E+05,2879,208,55,8,0,0,0,0,81108,2.33E+05,31046,3033,85,34,1,0,0,0,25588,85720,45191,10570,225,45,3,0,0,0,11632,35274,748,688,298,52,2,0,0,0,57,135,324,281,153,40,6,0,2,0,15,32,40,71,50,18,0,0,0,0,3,2,11,7,7,0,0,0,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,8,33488,17,12,1,6,0,0,0,0,0,2.26E+05,1.72E+05,2880,210,50,3,0,0,0,0,80653,2.33E+05,30813,2901,96,32,1,0,0,0,25829,85456,45201,10473,220,48,1,0,0,0,11846,35688,783,711,288,50,4,0,0,0,94,140,338,254,167,40,7,0,0,0,14,49,40,61,49,7,0,0,0,0,9,7,20,11,15,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,9,1103,0,2,1,0,0,0,0,0,0,17434,11876,157,14,6,0,0,0,0,0,49638,1.06E+05,33739,1120,91,18,0,0,0,0,29719,1.40E+05,1.11E+05,14693,1151,57,2,0,0,0,13544,80490,1.19E+05,40363,6431,277,20,4,0,0,5577,37276,66499,32247,9647,1069,91,2,0,0,1527,11065,24818,12655,5275,1240,153,0,0,0,273,2307,5643,3894,1261,135,60,14,0,0,51,413,805,76,93,76,18,3,2,0,0,6,8,16,17,12,2,1,2,0
2,10,22,279,92,64,43,14,0,0,0,0,478,5439,4575,1664,871,351,47,1,0,0,1063,20822,42386,24412,9113,3329,622,34,6,0,477,19032,77706,83966,40561,14996,3866,322,27,2,165,9213,55249,1.03E+05,75636,33394,10318,1631,110,4,59,3679,26051,62415,66115,38845,14720,3159,495,32,4,987,8052,23410,29200,23475,11729,3463,704,70,2,209,1663,5241,8706,7898,4511,1768,461,74,0,25,256,866,1040,1318,913,472,137,36,0,0,9,33,74,121,83,46,18,16
2,11,1,22,78,63,24,21,7,2,0,0,12,301,1627,1474,801,511,200,68,12,3,29,887,8573,15348,11231,5831,2552,801,162,37,7,662,11406,39387,47567,30868,14782,5258,1144,198,4,209,6316,37409,75984,72531,43419,18500,5397,1155,2,78,2591,18992,54960,77545,63066,34804,12577,2950,0,17,723,6254,21900,41389,48251,35033,16811,5290,0,6,117,1236,5220,12127,18028,18465,12183,5713,0,0,25,225,766,1853,3256,4432,4226,2812,0,0,0,3,32,158,305,487,624,571
2,12,0,0,2,0,0,0,0,0,0,0,1,23,63,57,37,22,3,0,0,0,2,120,803,1211,709,340,149,46,10,3,3,311,2803,7514,7446,4035,1828,546,132,25,5,214,3508,17420,28811,22564,11015,3819,836,172,2,114,2286,16678,46183,56096,37114,15663,4351,852,1,56,1111,9923,38631,70063,66139,36848,12511,2650,1,26,414,4307,20323,49492,67320,53334,23455,5979,0,7,114,1532,7579,22747,40787,46243,30219,9074,0,1,28,297,2071,6925,15325,22992,23887,12378
2,13,0,0,3,2,0,0,0,0,0,0,0,19,48,73,39,24,2,2,0,0,1,119,770,1139,698,366,137,51,10,1,3,267,2912,7663,7546,3992,1895,565,141,18,5,182,3561,17130,29067,22425,11324,3945,901,189,5,92,2269,16826,46131,56518,37382,15812,4664,993,0,55,1078,9938,38587,70030,66696,37568,13150,3524,0,15,385,4097,20086,48892,68459,54878,25402,8108,0,3,91,1285,6879,21390,40436,48723,34950,14985,0,0,22,194,1289,4714,10125,15674,17873,12524
2,14,0,0,2,1,0,0,0,0,0,0,0,21,59,55,33,15,5,0,0,0,2,119,802,1148,707,379,160,39,6,0,3,256,2945,7618,7406,4028,1823,603,141,32,4,211,3459,17129,28701,22624,10961,4001,887,167,3,99,2209,16785,46164,55840,36957,15950,4643,995,2,54,1093,9867,37968,69712,66807,37634,13040,3496,0,19,390,4170,19808,49430,68481,55052,25480,8063,0,4,104,1337,6804,21354,40498,49089,35873,15537,0,0,25,180,1327,4598,10135,16068,18213,13000
2,15,0,0,2,0,0,0,0,0,0,0,1,10,56,57,33,28,0,3,0,0,1,139,814,1105,705,376,148,61,9,0,5,257,2834,7505,7393,4144,1865,573,152,20,4,208,3505,16860,28463,22524,11000,3960,902,163,0,89,2173,16588,45327,55785,37020,15868,4542,949,1,45,1096,9938,38019,69423,66601,37642,13276,3389,0,16,411,4144,19871,48732,68299,55178,25709,8246,0,2,101,1249,6974,21074,40585,49560,35947,15825,0,0,25,207,1256,4707,10141,16156,18563,13670
2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,1,9,32,52,25,21,2,0,0,0,0,62,366,765,579,279,131,34,4,0,0,65,871,3410,4780,3077,1340,420,96,21,1,51,973,6437,15455,16356,9113,3181,637,148,4,38,624,5993,23423,38840,32952,14624,3918,774,2,23,410,3919,20282,50774,65808,44182,14982,3186,0,6,200,2016,12254,41155,77853,87394,46602,10377,0,0,48,631,4702,19526,50206,88685,1.08E+05,57092
2,17,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0,0,0,1,13,42,66,23,19,2,0,0,0,0,69,387,720,595,314,124,26,7,0,0,57,895,3386,4768,3049,1378,408,77,8,1,51,902,6367,15686,16516,8979,3144,611,76,2,47,644,6084,23380,39129,32781,14800,3851,505,2,31,369,3957,20502,50814,65426,43960,15198,2149,0,8,181,1962,12248,41224,77972,86702,47401,7625,0,0,46,600,4585,19635,50537,88557,1.11E+05,56421
2,18,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,1,10,50,45,19,18,1,0,0,0,0,58,357,764,567,278,114,29,5,0,0,70,845,3347,4951,3040,1403,419,93,5,3,68,983,6295,15620,16343,9120,3168,533,66,2,34,647,5886,23388,39170,32564,14549,3608,336,2,20,390,3895,20092,51131,66286,44048,14767,1422,0,13,183,1995,12093,41271,79016,88043,47703,5907,0,3,45,679,4592,19539,50499,89645,1.13E+05,56321
2,19,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,35,45,28,12,2,0,0,0,0,16,119,404,500,235,100,21,3,0,1,17,274,1461,3087,2595,1216,312,72,0,0,21,287,2386,7968,11600,8121,2916,565,48,0,13,206,2314,11170,27026,31252,17606,4152,341,0,6,189,1707,11218,39351,73974,71456,27713,2755,0,7,74,989,7363,34380,97299,1.80E+05,2.24E+05,90788
2,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,3,9,19,4,6,3,2,1,0,0,8,68,167,207,130,81,24,2,0,0,8,147,739,1535,1312,704,333,140,0,1,20,172,1334,4560,6755,5650,2906,1180,0,0,7,165,1358,7006,17887,24051,17262,8207,0,0,3,119,1153,7537,26876,59062,77015,57424,0,0,5,61,670,5116,24678,75721,1.67E+05,3.92E+05
3,1,1.00E+06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2,9.99E+05,312,104,39,10,0,0,0,0,0,0,1,7,7,9,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,3,9.99E+05,584,222,70,23,0,0,0,0,0,0,3,34,20,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,4,34054,2.30E+05,81970,25333,11384,8,1,0,0,0,12,1.73E+05,2.34E+05,85319,35301,70,21,3,0,0,8,2726,30352,43050,53,16,17,1,0,0,0,119,2721,9864,18,0,1,3,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,5,34126,2.29E+05,81471,24877,11544,17,0,0,0,0,110,1.73E+05,2.34E+05,85323,35604,71,16,3,0,0,122,2876,30701,43337,106,28,21,1,0,0,77,235,2927,9976,36,5,0,3,0,0,19,96,51,31,9,0,0,0,0,0,3,7,27,17,2,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,6,34106,2.29E+05,81523,24785,11255,10,1,0,0,0,230,1.74E+05,2.33E+05,85523,35223,54,13,5,0,0,235,3157,30628,43440,159,21,13,1,0,0,142,365,3009,9983,54,11,2,2,0,0,71,141,102,65,20,1,0,0,0,0,11,35,34,33,10,0,0,0,0,0,0,3,10,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,7,1084,5975,1728,382,149,0,0,0,0,0,8023,74205,63416,19412,7066,489,7,0,0,0,2901,70312,1.56E+05,86419,30246,4145,115,12,0,0,1339,24878,95870,1.02E+05,40168,9589,863,41,0,0,928,9650,36237,49759,32758,8748,1346,90,0,0,181,2589,11040,16429,11934,3696,375,3,1,0,9,93,707,2381,2692,540,119,0,0,0,2,20,101,244,404,18,4,0,0,0,1,7,5,11,12,6,0,0,0,0,0,0,1,5,2,0,0,0,0,0
3,8,35,502,1304,712,406,228,61,13,2,0,206,4937,22089,21254,10583,4531,1385,342,44,0,75,3788,39490,79310,59821,29232,10765,2568,450,32,19,1351,21412,79560,1.04E+05,68692,29609,8542,1621,151,15,698,7414,34816,69944,69892,37415,13768,2879,382,2,165,2149,10507,25914,34881,26617,11235,3153,478,0,9,168,1381,5168,9743,9864,5332,1552,271,0,1,17,127,503,1408,1840,1275,538,96,0,0,1,13,23,85,169,164,77,13,0,0,0,5,8,6,7,15,6,1
3,9,33,536,1318,769,373,230,83,9,2,0,216,4839,21942,20986,10600,4300,1403,356,65,1,60,3869,39273,77712,59045,29219,10881,2474,436,36,17,1274,20969,78872,1.04E+05,68202,29859,8429,1620,159,9,633,7411,34508,69618,69737,37534,13619,2925,376,3,141,2085,10677,26071,35100,26532,11415,3249,442,0,14,189,1351,5103,9931,10009,5576,1874,297,0,1,12,123,515,1520,1930,1463,631,139,0,1,1,17,26,102,224,219,143,27,0,0,0,0,4,8,13,21,14,14
3,10,30,534,1226,669,371,272,75,22,1,0,225,4850,21520,20961,10331,4463,1459,323,45,3,69,3911,38917,78078,58429,29221,10704,2594,410,28,10,1286,20896,78833,1.03E+05,68349,29667,8513,1540,133,8,626,7319,34708,69895,69814,37302,13562,2953,414,3,153,2044,10462,25935,35437,27374,11804,3318,443,2,6,172,1393,5061,10333,10376,5876,1900,356,0,0,24,123,556,1682,1996,1723,761,163,0,2,2,14,40,115,279,271,214,61,0,0,0,1,3,7,25,46,33,25
3,11,0,37,190,317,197,145,107,28,10,4,4,221,2200,6045,5808,3564,1731,671,203,47,0,144,3257,18604,32113,26346,14937,6391,2040,525,0,43,1484,16835,53204,70321,52444,27093,9850,2480,0,11,566,6687,34055,73702,81424,54999,24414,7359,0,0,138,1813,11205,35445,60085,57556,33492,12538,0,1,16,244,1948,8937,22112,31551,26104,12740,0,0,0,18,138,1072,3980,8989,11590,8271,0,0,1,2,12,61,393,1189,2463,3043,0,0,0,0,1,7,25,77,227,551
3,12,0,24,168,325,195,137,97,40,15,5,7,227,2125,5996,5669,3598,1727,585,205,32,2,140,3397,18597,32249,26274,14950,6226,1987,474,0,43,1538,16730,53192,70506,52266,27269,9879,2422,0,13,492,6731,33734,73980,82093,54698,24774,7510,0,3,141,1817,11224,35345,59834,57601,33467,12235,0,0,11,224,1997,8794,22170,31566,26540,12571,0,0,1,18,165,1116,3905,8981,11522,8172,0,0,0,0,13,59,350,1119,2383,3086,0,0,0,0,1,5,19,59,167,556
3,13,0,0,5,10,2,3,2,0,0,0,0,8,132,232,188,118,63,22,9,1,2,44,745,2937,3597,2372,1142,442,148,34,2,40,1197,7824,17038,16825,10100,4227,1428,339,1,21,661,7673,29520,45829,37376,19652,7034,1774,1,27,367,4306,23442,56428,69011,46367,20372,5822,0,6,207,1893,11583,38669,67893,64501,34849,11788,0,2,68,695,4401,17318,40213,55617,41356,15726,0,2,13,153,1258,5612,16131,29867,32357,15932,0,0,3,22,166,1181,4498,10493,16833,13402
