Year,Day,Cell1,Cell2,Cell3,Cell4,Cell5,Cell6,Cell7,Cell8,Cell9,Cell10,Cell11,Cell12,Cell13,Cell14,Cell15,Cell16,Cell17,Cell18,Cell19,Cell20,Cell21,Cell22,Cell23,Cell24,Cell25,Cell26,Cell27,Cell28,Cell29,Cell30,Cell31,Cell32,Cell33,Cell34,Cell35,Cell36,Cell37,Cell38,Cell39,Cell40,Cell41,Cell42,Cell43,Cell44,Cell45,Cell46,Cell47,Cell48,Cell49,Cell50,Cell51,Cell52,Cell53,Cell54,Cell55,Cell56,Cell57,Cell58,Cell59,Cell60,Cell61,Cell62,Cell63,Cell64,Cell65,Cell66,Cell67,Cell68,Cell69,Cell70,Cell71,Cell72,Cell73,Cell74,Cell75,Cell76,Cell77,Cell78,Cell79,Cell80,Cell81,Cell82,Cell83,Cell84,Cell85,Cell86,Cell87,Cell88,Cell89,Cell90,Cell91,Cell92,Cell93,Cell94,Cell95,Cell96,Cell97,Cell98,Cell99,Cell100
1,11,0,0,0,0,0,0,0,0,0,0,0,3,23,16,6,1,0,0,0,0,0,6,32,74,45,40,10,2,0,0,0,2,50,91,102,82,28,7,0,0,0,1,6,36,59,58,34,13,0,0,0,0,7,20,21,34,18,5,1,0,0,0,3,7,7,6,19,5,0,0,0,0,0,2,4,1,0,1,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,12,0,0,0,0,0,0,0,0,0,0,0,6,20,20,10,6,3,0,0,0,0,3,39,84,57,26,10,0,0,0,0,2,39,83,97,68,35,6,0,0,0,4,4,48,61,43,21,8,0,0,0,0,7,16,27,41,20,8,0,0,0,0,1,3,14,15,15,1,3,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,9,9,4,4,0,2,0,0,0,0,12,53,40,19,3,1,0,0,0,1,14,67,80,67,19,6,0,0,0,0,9,51,70,92,52,11,2,0,0,0,2,15,50,59,31,28,3,0,0,0,1,8,9,29,43,8,2,0,0,0,0,0,15,9,11,13,3,0,0,0,0,0,0,9,7,2,3,0
1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,7,3,2,0,0,0,0,0,0,26,19,11,3,2,0,0,0,0,0,23,44,46,39,7,1,0,0,0,10,25,48,53,53,15,2,0,0,0,2,4,37,71,52,30,9,2,0,0,0,5,19,54,45,54,22,4,0,0,0,1,1,17,47,49,19,3
1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,2,4,4,0,0,0,0,0,0,0,24,14,6,2,2,0,0,0,0,0,21,49,31,35,6,2,0,0,0,5,16,62,51,55,23,1,0,0,0,3,10,36,66,64,27,22,10,0,0,0,1,19,57,43,68,27,6,0,0,0,0,0,21,28,23,23,6
1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,5,14,2,0,0,0,0,0,1,19,30,11,0,1,0,0,0,0,2,29,43,36,38,1,3,0,0,0,5,26,57,62,57,24,5,2,0,0,2,10,28,54,96,25,18,6,0,0,0,3,20,37,61,71,30,8,0,0,0,0,3,10,15,7,22,2
1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,4,3,3,0,0,0,0,0,1,16,21,17,2,3,0,0,0,0,1,22,45,44,35,2,0,0,0,0,3,17,49,65,36,19,3,3,0,0,1,6,31,68,101,32,11,6,0,0,0,1,17,50,52,76,37,5,0,0,0,0,1,7,11,22,23,3
1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,7,2,3,0,0,0,0,0,0,2,27,30,12,5,3,0,0,0,0,0,21,53,28,35,4,1,0,0,0,2,28,54,62,49,20,2,4,0,0,3,9,39,69,57,41,18,2,0,0,0,1,14,44,49,71,52,7,0,0,0,0,1,5,14,11,21,6
1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,1,2,0,0,0,0,0,0,23,32,13,0,1,0,0,0,0,0,19,49,39,33,2,1,0,0,0,3,22,49,45,53,25,4,2,0,0,1,12,29,73,72,39,9,5,0,0,0,5,19,42,57,65,38,7,0,0,0,0,2,9,16,21,13,3
1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,4,6,1,0,0,0,0,0,1,19,29,12,3,1,0,0,0,0,0,18,62,41,35,1,0,0,0,0,4,26,52,57,57,21,2,3,0,0,1,10,34,52,66,41,15,4,0,0,0,3,21,43,53,76,52,8,0,0,0,0,0,7,11,14,12,3
2,1,988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,945,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,3,29,0,0,0,0,0,0,0,0,0,197,171,2,0,0,0,0,0,0,0,81,240,27,2,0,0,0,0,0,0,20,64,50,13,0,0,0,0,0,0,20,31,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,4,1,0,0,0,0,0,0,0,0,0,23,15,0,0,0,0,0,0,0,0,51,96,32,2,0,0,0,0,0,0,26,149,117,13,2,0,0,0,0,0,13,100,102,38,5,0,0,0,0,0,6,34,62,42,11,0,0,0,0,0,7,11,28,7,5,0,0,0,0,0,0,1,5,1,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,21,5,0,0,0,0,0,0,0,8,43,25,16,0,0,0,0,0,0,6,56,107,24,6,0,0,0,0,0,1,34,122,80,11,10,0,0,0,0,3,29,71,115,32,14,0,0,0,0,0,10,30,31,25,10,3,0,0,0,0,3,9,17,14,6,1,0,0,0,0,0,2,8,8,6,0,0,0,0
2,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,12,1,0,0,1,0,0,0,0,9,39,20,7,0,0,3,0,0,0,5,52,95,41,14,2,3,0,0,0,0,38,118,79,21,11,0,0,0,0,4,21,69,92,35,9,0,0,0,0,0,9,24,37,30,16,3,0,0,0,0,4,8,13,17,12,2,0,0,0,0,0,0,2,2,3,0,0,0,0
2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,7,1,0,0,0,0,0,0,2,21,16,11,2,2,0,0,0,0,5,46,69,37,11,7,0,3,0,0,3,22,69,78,51,21,10,1,0,0,1,12,45,81,70,24,12,0,1,0,0,6,26,34,49,31,15,6,0,0,0,2,6,11,13,32,8,1,1,0,0,0,0,3,2,1,6,1,0
2,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,6,10,2,0,0,0,0,0,0,5,16,17,8,2,5,0,0,0,0,2,31,57,47,6,2,2,2,0,0,0,13,75,79,42,16,9,1,0,0,1,13,32,71,79,26,13,0,5,0,0,1,25,44,45,37,18,12,0,0,0,1,7,13,14,35,7,3,2,0,0,0,0,1,3,1,2,3,0
2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,3,0,0,0,0,0,0,0,13,16,9,3,1,0,0,0,0,6,35,63,27,11,9,0,5,0,0,2,19,74,82,44,23,9,8,0,0,1,13,38,94,84,27,15,0,3,0,0,9,12,46,50,30,22,10,0,0,0,3,2,13,11,22,4,3,0,0,0,0,1,0,2,2,1,1,0
2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,1,0,0,0,0,0,1,2,4,9,5,0,6,0,0,0,0,5,14,29,24,24,8,7,0,0,0,3,12,39,46,37,9,9,1,0,0,2,1,36,52,80,65,38,10,0,0,0,2,7,27,70,76,52,14,0,0,0,0,5,18,27,30,26,19,0,0,0,0,0,1,4,5,12,4
2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,0,0,0,0,0,0,3,4,6,3,1,1,0,0,0,0,4,24,39,23,13,8,1,0,0,0,4,9,51,46,40,13,9,5,0,0,3,11,44,56,81,56,40,10,0,0,0,3,3,31,69,62,31,20,0,0,0,0,5,16,25,28,33,19,0,0,0,0,0,2,1,3,7,5
2,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,2,0,0,0,0,0,0,1,3,3,6,6,2,1,0,0,0,0,5,16,30,35,20,4,3,0,0,0,4,11,31,64,45,16,10,5,0,0,2,6,27,75,94,63,35,16,0,0,0,3,18,31,81,60,39,16,0,0,0,0,5,15,30,28,31,30,0,0,0,0,0,2,2,3,7,8
2,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,2,2,6,6,6,0,1,0,0,0,0,3,16,25,25,10,6,1,0,0,0,0,9,41,55,45,10,14,1,0,0,1,10,44,58,100,59,40,4,0,0,0,4,18,26,63,55,56,7,0,0,0,0,1,9,27,31,34,7,0,0,0,0,0,3,3,5,18,9
2,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,1,1,4,7,4,1,2,0,0,0,0,2,19,32,32,15,6,2,0,0,0,0,6,57,48,44,12,7,1,0,0,3,13,40,62,82,48,28,6,0,0,0,4,15,32,71,58,69,11,0,0,0,0,5,21,23,33,33,17,0,0,0,0,0,1,1,10,11,10
2,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,0,0,0,0,0,0,0,1,11,6,3,0,2,0,0,0,0,3,22,27,31,11,7,0,0,0,0,1,4,47,39,44,9,8,4,0,0,4,7,36,49,70,60,40,5,0,0,0,5,21,31,57,75,55,6,0,0,0,0,2,13,19,25,43,20,0,0,0,0,0,1,1,3,9,6
2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,3,3,1,12,1,0,0,0,0,0,3,5,20,20,14,3,0,0,0,0,1,4,18,39,33,23,8,5,0,0,0,0,11,44,76,48,38,4,0,0,0,0,10,33,58,103,69,26,0,0,0,3,1,21,39,59,94,74
2,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,5,0,10,1,0,0,0,0,0,2,6,15,17,16,4,0,2,0,0,2,9,19,46,31,15,9,2,0,0,0,1,10,37,62,56,38,23,0,0,0,0,9,37,74,102,69,48,0,0,0,1,3,5,23,39,68,56
2,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,5,1,1,0,1,0,0,0,0,1,2,8,9,10,8,4,0,0,0,0,4,23,25,25,22,11,0,0,0,0,0,4,34,45,54,43,0,0,0,0,0,1,22,64,95,194,0,0,0,0,0,1,8,24,50,216
2,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,0,0,0,0,0,2,0,9,8,5,2,0,0,0,0,0,3,7,26,15,19,10,0,0,0,0,0,8,22,48,54,30,0,0,0,0,0,7,23,48,185,461
2,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,4,5,1,0,0,0,0,0,0,1,12,7,5,3,3,0,0,0,0,0,4,14,14,16,12,0,0,0,0,0,4,32,65,70,85,0,0,0,0,0,2,2,46,165,474
3,1,1016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2,27,247,67,24,11,0,0,0,0,0,0,189,227,90,33,0,0,0,0,0,0,3,29,31,0,0,0,0,0,0,0,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,3,19,229,79,30,13,0,0,0,0,0,0,176,198,79,33,0,0,0,0,0,0,4,31,22,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,4,34,241,76,42,11,1,0,0,0,0,0,189,220,76,29,0,0,0,0,0,0,2,28,48,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,5,0,3,6,1,0,0,0,0,0,0,8,73,59,29,10,2,0,0,0,0,4,87,178,86,20,2,0,0,0,0,7,31,115,92,32,21,0,1,0,0,0,14,35,45,37,4,1,0,0,0,0,1,9,21,5,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,6,0,5,3,0,0,0,0,0,0,0,16,75,57,19,6,0,0,0,0,0,0,103,157,83,25,6,0,0,0,0,2,28,116,106,30,8,0,1,0,0,0,7,43,53,34,4,2,0,0,0,0,0,6,16,4,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,7,3,2,3,2,0,0,0,0,0,0,8,58,60,27,5,0,0,0,0,0,3,89,156,111,26,4,0,0,0,0,0,41,98,82,35,17,0,1,0,0,0,7,32,34,30,3,0,0,0,0,0,2,4,22,10,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,8,1,0,0,0,0,0,0,0,0,0,0,4,5,1,0,0,0,0,0,0,1,32,19,18,9,0,0,0,0,0,1,21,63,88,40,7,2,0,0,0,1,14,73,97,45,22,2,0,0,0,1,7,49,89,54,38,3,0,0,0,0,0,15,36,33,14,1,0,0,0,0,0,3,6,22,13,6,0,0,0,0,0,0,2,3,2,1,0,0,0,0,0,0,0,2,3,0,0,0,0
3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,7,26,12,9,0,0,0,0,0,0,7,21,49,38,11,3,0,0,0,2,5,22,90,81,33,8,0,0,0,0,1,11,66,94,53,16,5,0,0,0,0,8,45,52,54,27,6,0,0,2,0,3,19,38,33,15,6,0,0,0,0,0,0,8,10,16,2,2,0
3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,1,0,0,0,0,0,0,0,10,16,13,8,0,0,0,0,0,0,4,18,38,36,13,2,0,0,0,0,5,23,72,66,30,4,0,0,0,0,1,6,73,95,57,16,5,0,0,0,1,9,40,53,51,13,6,0,0,0,0,3,16,24,30,22,6,0,0,0,0,0,1,11,20,13,1,1,1
3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,11,4,0,0,0,0,0,0,2,11,20,32,8,2,0,0,0,0,0,8,36,61,63,14,1,0,0,0,0,6,28,48,76,35,4,3,0,0,2,3,29,72,85,66,19,3,0,0,1,0,2,26,44,64,43,13,2
3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,2,11,5,0,0,0,0,0,1,3,10,16,33,13,4,0,0,0,0,0,7,47,72,64,20,0,0,0,0,0,10,13,60,66,49,1,2,0,0,0,4,24,69,75,49,20,4,1,0,0,0,3,27,48,60,42,8,1
3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,2,6,4,0,0,0,0,0,0,6,5,12,33,7,2,0,0,0,0,0,18,36,52,61,19,3,0,0,0,0,13,20,63,71,48,4,0,0,0,0,2,30,62,94,60,17,4,0,0,1,0,3,19,57,61,38,17,2
3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,5,14,6,0,0,0,0,0,3,5,5,22,38,9,3,0,1,0,0,0,14,50,56,58,18,1,0,0,0,0,9,16,74,96,51,2,1,0,0,2,3,35,70,88,48,21,2,0,0,1,0,6,26,57,64,51,9,4
3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,4,11,3,0,0,0,0,0,0,2,7,20,35,8,0,0,1,0,0,0,11,33,73,54,10,2,0,0,0,0,10,24,78,79,48,3,2,0,0,0,2,36,72,84,74,22,3,0,0,4,0,4,28,46,63,37,14,1
3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,1,3,4,5,0,0,0,0,0,1,3,7,21,40,6,1,0,3,0,0,0,11,33,61,53,8,5,2,2,0,0,5,14,68,101,65,11,8,1,0,0,2,25,67,89,72,28,18,5,0,2,0,2,30,36,54,36,16,2
3,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,5,0,0,0,0,0,0,2,0,4,11,16,8,4,3,0,0,0,0,9,33,47,32,13,8,7,0,0,1,8,14,38,101,69,37,19,0,0,0,2,18,46,61,75,67,28,0,0,0,0,0,17,29,40,51,40
3,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,5,6,0,0,0,0,0,1,0,6,18,12,19,2,1,0,0,0,0,6,21,38,42,31,13,3,0,0,1,1,17,32,63,52,37,25,0,0,0,2,17,33,83,65,93,61,0,0,3,0,2,12,26,33,31,37
3,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,5,0,0,0,0,0,0,0,6,15,9,17,6,2,0,0,0,0,10,21,41,47,18,12,7,0,0,1,7,13,41,87,54,24,24,0,0,0,0,14,31,94,84,105,58,0,0,0,0,1,7,38,27,35,53
3,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0,4,0,4,21,9,9,4,2,0,0,0,0,7,24,39,45,26,13,3,0,0,1,7,10,48,73,67,32,10,0,0,0,2,11,54,86,76,77,53,0,0,1,0,0,11,27,49,47,38
